metric_path,n,mean,sd,ci95_low,ci95_high,min,max,files
gaussian_copula.utility.model_results.lr.DELTA_SAME_MODEL.scores[7].delta,3,0.18024827559878973,0.41678905852587145,-0.29139294366620727,0.6518894948637868,-0.06038499953641285,0.6615148258691949,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.DELTA_SAME_MODEL.scores[8].delta,3,0.07241593009376109,0.6653056900021431,-0.6804483315698479,0.8252801917573701,-0.695812908338493,0.4565303493098881,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.DELTA_SAME_MODEL.scores[9].delta,3,3.793068581929907,1.9132642735915573,1.6280062408875073,5.958130922972306,1.5838212951519481,4.897692225318886,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.ci95[0],3,-2.8507164134698963,0.47280278855671776,-3.3857431352736764,-2.3156896916661163,-3.123689230716723,-2.304770778976243,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.ci95[1],3,-0.4188739296877904,0.1243047521832225,-0.5595379986714756,-0.27820986070410525,-0.5624086939568569,-0.3471065475532572,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.mean,3,-1.5510781125412985,0.2003071990323434,-1.7777470464939076,-1.3244091785886893,-1.6667255278232418,-1.3197832819774116,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.raw[0],3,-0.6661277916498928,0.6584315997043008,-1.4112132878610715,0.07895770456128581,-1.4264191143143607,-0.28598213031765884,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.raw[1],3,-0.7068149543058272,0.5219469724274433,-1.2974535553718685,-0.11617635323978581,-1.0081611793395218,-0.10412250423843816,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.raw[2],3,-3.2010633779545423,2.1395098212568042,-5.622146657578012,-0.7799800983310727,-4.436309949191006,-0.7305702354816144,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.raw[3],3,-3.5679205274191657,2.683311583821364,-6.604373431287421,-0.5314676235509106,-5.117131192658071,-0.46949919694135445,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.raw[4],3,-1.8738037889540895,3.047157327138736,-5.321986911004002,1.5743793330958227,-5.392357995127469,-0.11452668586739989,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.raw[5],3,-0.23882743442328624,0.36157731927857034,-0.647990689155244,0.17033582030867161,-0.4475841970416321,0.17868609081340547,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.raw[6],3,-0.48348206918814735,0.578909853644374,-1.1385802384708354,0.1716161000945407,-1.1519495888643596,-0.1492483093500412,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.raw[7],3,0.08470161639276445,0.5376918340944822,-0.5237539729120408,0.6931572056975697,-0.5361714339182613,0.3951381415482773,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.raw[8],3,-0.5856669744532449,1.0278255888230317,-1.7487611200116921,0.5774271711052025,-1.7724977352271707,0.007748405933718061,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.raw[9],3,-4.271775823457553,2.146742496944177,-6.701043646100952,-1.8425080008141537,-5.511198181949083,-1.792931106474493,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[0].r2,3,-0.6661277916498928,0.6584315997043008,-1.4112132878610715,0.07895770456128581,-1.4264191143143607,-0.28598213031765884,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[0].score,3,-0.6661277916498928,0.6584315997043008,-1.4112132878610715,0.07895770456128581,-1.4264191143143607,-0.28598213031765884,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[1].r2,3,-0.7068149543058272,0.5219469724274433,-1.2974535553718685,-0.11617635323978581,-1.0081611793395218,-0.10412250423843816,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[1].score,3,-0.7068149543058272,0.5219469724274433,-1.2974535553718685,-0.11617635323978581,-1.0081611793395218,-0.10412250423843816,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[2].r2,3,-3.2010633779545423,2.1395098212568042,-5.622146657578012,-0.7799800983310727,-4.436309949191006,-0.7305702354816144,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[2].score,3,-3.2010633779545423,2.1395098212568042,-5.622146657578012,-0.7799800983310727,-4.436309949191006,-0.7305702354816144,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[3].r2,3,-3.5679205274191657,2.683311583821364,-6.604373431287421,-0.5314676235509106,-5.117131192658071,-0.46949919694135445,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[3].score,3,-3.5679205274191657,2.683311583821364,-6.604373431287421,-0.5314676235509106,-5.117131192658071,-0.46949919694135445,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[4].r2,3,-1.8738037889540895,3.047157327138736,-5.321986911004002,1.5743793330958227,-5.392357995127469,-0.11452668586739989,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[4].score,3,-1.8738037889540895,3.047157327138736,-5.321986911004002,1.5743793330958227,-5.392357995127469,-0.11452668586739989,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[5].r2,3,-0.23882743442328624,0.36157731927857034,-0.647990689155244,0.17033582030867161,-0.4475841970416321,0.17868609081340547,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[5].score,3,-0.23882743442328624,0.36157731927857034,-0.647990689155244,0.17033582030867161,-0.4475841970416321,0.17868609081340547,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[6].r2,3,-0.48348206918814735,0.578909853644374,-1.1385802384708354,0.1716161000945407,-1.1519495888643596,-0.1492483093500412,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[6].score,3,-0.48348206918814735,0.578909853644374,-1.1385802384708354,0.1716161000945407,-1.1519495888643596,-0.1492483093500412,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[7].r2,3,0.08470161639276445,0.5376918340944822,-0.5237539729120408,0.6931572056975697,-0.5361714339182613,0.3951381415482773,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[7].score,3,0.08470161639276445,0.5376918340944822,-0.5237539729120408,0.6931572056975697,-0.5361714339182613,0.3951381415482773,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[8].r2,3,-0.5856669744532449,1.0278255888230317,-1.7487611200116921,0.5774271711052025,-1.7724977352271707,0.007748405933718061,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[8].score,3,-0.5856669744532449,1.0278255888230317,-1.7487611200116921,0.5774271711052025,-1.7724977352271707,0.007748405933718061,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[9].r2,3,-4.271775823457553,2.146742496944177,-6.701043646100952,-1.8425080008141537,-5.511198181949083,-1.792931106474493,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TRTR.scores[9].score,3,-4.271775823457553,2.146742496944177,-6.701043646100952,-1.8425080008141537,-5.511198181949083,-1.792931106474493,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.ci95[0],3,-1.2852042869700855,1.0184310386158122,-2.437667498190068,-0.13274107575010308,-2.461187155561904,-0.6972128526741761,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.ci95[1],3,0.040009362132293586,0.1752356711371426,-0.15828846719690828,0.23830719146149545,-0.16233536167301446,0.1411817240349476,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.mean,3,-0.5635823635652888,0.5424465307133322,-1.1774183986007978,0.050253671470220196,-1.1899456646219306,-0.2504007130369678,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.raw[0],3,-0.19453939808197593,0.7649677946336708,-1.0601819479021386,0.6711031517381867,-1.0778481223882643,0.24711496407116829,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.raw[1],3,-0.4612663523385683,1.0543654945550986,-1.6543932284656209,0.7318605237884843,-1.0700045544442074,0.75621005187271,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.raw[2],3,0.20047199894187318,0.09265823766249005,0.09561933236600625,0.30532466551774007,0.14697574048479822,0.3074645158560231,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.raw[3],3,-1.301767846815515,0.835285005729332,-2.246981811714975,-0.35655388191605464,-1.7840198697234029,-0.33726380099973907,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.raw[4],3,-1.7627070492133372,3.23229378654749,-5.420391797229108,1.8949776988024332,-5.495038424739634,0.10345863854981097,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.raw[5],3,-0.001204620405571566,0.15189389979909285,-0.1730887489226174,0.17067950811147428,-0.17659658828010816,0.08649136353169673,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.raw[6],3,-1.3878019738442173,1.6770627330588228,-3.285577109787843,0.5099731620994084,-3.324307214603019,-0.4195493534648165,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.raw[7],3,0.26494989199155417,0.12090277556861069,0.128135521951746,0.40176426203136234,0.12534339195093358,0.33475314201186446,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.raw[8],3,-0.5132510443594838,1.6931312788251747,-2.4292094515815403,1.4027073628625726,-2.4683106435656637,0.4642787552436062,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.raw[9],3,-0.4787072415276457,0.23347822335261945,-0.7429127231286445,-0.21450175992664688,-0.6135059566301961,-0.20910981132254491,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[0].r2,3,-0.19453939808197593,0.7649677946336708,-1.0601819479021386,0.6711031517381867,-1.0778481223882643,0.24711496407116829,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[0].score,3,-0.19453939808197593,0.7649677946336708,-1.0601819479021386,0.6711031517381867,-1.0778481223882643,0.24711496407116829,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[1].r2,3,-0.4612663523385683,1.0543654945550986,-1.6543932284656209,0.7318605237884843,-1.0700045544442074,0.75621005187271,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[1].score,3,-0.4612663523385683,1.0543654945550986,-1.6543932284656209,0.7318605237884843,-1.0700045544442074,0.75621005187271,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[2].r2,3,0.20047199894187318,0.09265823766249005,0.09561933236600625,0.30532466551774007,0.14697574048479822,0.3074645158560231,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[2].score,3,0.20047199894187318,0.09265823766249005,0.09561933236600625,0.30532466551774007,0.14697574048479822,0.3074645158560231,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[3].r2,3,-1.301767846815515,0.835285005729332,-2.246981811714975,-0.35655388191605464,-1.7840198697234029,-0.33726380099973907,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[3].score,3,-1.301767846815515,0.835285005729332,-2.246981811714975,-0.35655388191605464,-1.7840198697234029,-0.33726380099973907,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[4].r2,3,-1.7627070492133372,3.23229378654749,-5.420391797229108,1.8949776988024332,-5.495038424739634,0.10345863854981097,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[4].score,3,-1.7627070492133372,3.23229378654749,-5.420391797229108,1.8949776988024332,-5.495038424739634,0.10345863854981097,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[5].r2,3,-0.001204620405571566,0.15189389979909285,-0.1730887489226174,0.17067950811147428,-0.17659658828010816,0.08649136353169673,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[5].score,3,-0.001204620405571566,0.15189389979909285,-0.1730887489226174,0.17067950811147428,-0.17659658828010816,0.08649136353169673,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[6].r2,3,-1.3878019738442173,1.6770627330588228,-3.285577109787843,0.5099731620994084,-3.324307214603019,-0.4195493534648165,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[6].score,3,-1.3878019738442173,1.6770627330588228,-3.285577109787843,0.5099731620994084,-3.324307214603019,-0.4195493534648165,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[7].r2,3,0.26494989199155417,0.12090277556861069,0.128135521951746,0.40176426203136234,0.12534339195093358,0.33475314201186446,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[7].score,3,0.26494989199155417,0.12090277556861069,0.128135521951746,0.40176426203136234,0.12534339195093358,0.33475314201186446,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[8].r2,3,-0.5132510443594838,1.6931312788251747,-2.4292094515815403,1.4027073628625726,-2.4683106435656637,0.4642787552436062,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[8].score,3,-0.5132510443594838,1.6931312788251747,-2.4292094515815403,1.4027073628625726,-2.4683106435656637,0.4642787552436062,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[9].r2,3,-0.4787072415276457,0.23347822335261945,-0.7429127231286445,-0.21450175992664688,-0.6135059566301961,-0.20910981132254491,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.lr.TSTR.scores[9].score,3,-0.4787072415276457,0.23347822335261945,-0.7429127231286445,-0.21450175992664688,-0.6135059566301961,-0.20910981132254491,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.ci95[0],3,-0.3558357643521267,1.8646365965259266,-2.465870708604467,1.7541991799002132,-2.4726280996914003,1.0435329739012296,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.ci95[1],3,1.6264083482441327,0.8154468570163257,0.7036433619240412,2.549173334564224,0.732105867966661,2.328747522942823,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.mean,3,0.6350699011022505,1.34012176032541,-0.8814206306764207,2.1515604328809217,-0.8746690098921915,1.6839506624529421,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.raw[0],3,1.2316513707978505,1.601747586810877,-0.5808966540235725,3.044199395619273,-0.5046998675130092,2.6515593659896393,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.raw[1],3,1.7529818154399397,2.451503641980714,-1.0211557082892107,4.52711933916909,-1.0775858593916603,3.1962850263949,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.raw[2],3,-0.4590459291263073,3.5443583051015835,-4.4698649233738825,3.5517730651212682,-4.51957094844038,2.0145880056202397,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.raw[3],3,0.4139726657072058,0.9215857690503519,-0.6288998063041902,1.4568451377186018,-0.3813688427632709,1.4239294996421696,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.raw[4],3,-0.9012141310547767,3.383088433321654,-4.729539085689087,2.9271108235795333,-4.803554493997627,1.205172404210505,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.raw[5],3,1.2140107508052083,0.8097553629426668,0.2976862963307323,2.1303352052796845,0.653233028275813,2.142357949658418,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.raw[6],3,3.050232896049304,0.9147464353056434,2.015099858747935,4.085365933350673,2.500707238635707,4.1061981343706,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.raw[7],3,0.5422498533843271,1.9090038948996226,-1.6179914153201818,2.702491122088836,-1.6581092557143702,1.7569314341022995,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.raw[8],3,-0.6221403883438686,1.4609247530989873,-2.275332375300145,1.0310515986124078,-2.2942874721826847,0.4069208001344433,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.raw[9],3,0.12800010736362136,2.346424238052693,-2.5272288769630373,2.7832290916902798,-1.561367785353371,2.807141411420538,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.scores[0].delta,3,1.2316513707978505,1.601747586810877,-0.5808966540235725,3.044199395619273,-0.5046998675130092,2.6515593659896393,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.scores[1].delta,3,1.7529818154399397,2.451503641980714,-1.0211557082892107,4.52711933916909,-1.0775858593916603,3.1962850263949,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.scores[2].delta,3,-0.4590459291263073,3.5443583051015835,-4.4698649233738825,3.5517730651212682,-4.51957094844038,2.0145880056202397,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.scores[3].delta,3,0.4139726657072058,0.9215857690503519,-0.6288998063041902,1.4568451377186018,-0.3813688427632709,1.4239294996421696,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.scores[4].delta,3,-0.9012141310547767,3.383088433321654,-4.729539085689087,2.9271108235795333,-4.803554493997627,1.205172404210505,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.scores[5].delta,3,1.2140107508052083,0.8097553629426668,0.2976862963307323,2.1303352052796845,0.653233028275813,2.142357949658418,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.scores[6].delta,3,3.050232896049304,0.9147464353056434,2.015099858747935,4.085365933350673,2.500707238635707,4.1061981343706,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.scores[7].delta,3,0.5422498533843271,1.9090038948996226,-1.6179914153201818,2.702491122088836,-1.6581092557143702,1.7569314341022995,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.scores[8].delta,3,-0.6221403883438686,1.4609247530989873,-2.275332375300145,1.0310515986124078,-2.2942874721826847,0.4069208001344433,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.DELTA_SAME_MODEL.scores[9].delta,3,0.12800010736362136,2.346424238052693,-2.5272288769630373,2.7832290916902798,-1.561367785353371,2.807141411420538,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.TRTR.ci95[0],3,-4.686138973162046,0.9946476805098567,-5.811688781100803,-3.5605891652232886,-5.607199606965577,-3.6314205631561554,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.TRTR.ci95[1],3,-1.827237544703347,0.21410739546546917,-2.0695228710220044,-1.5849522183846896,-2.0727164576844985,-1.679060827074806,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.TRTR.mean,3,-3.1479688918798225,0.538591875056253,-3.7574429734120853,-2.5384948103475597,-3.7018230040480105,-2.6260613779987816,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.TRTR.raw[0],3,-4.863238581028899,3.588198555022885,-8.923667488259547,-0.8028096737982517,-7.461147778676299,-0.7690523780527625,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.TRTR.raw[1],3,-2.269074434671143,1.5488937536461416,-4.021812716874053,-0.5163361524682326,-3.1904841529438563,-0.48084369692130946,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.TRTR.raw[2],3,-2.952596924947225,0.5468938127576249,-3.5714655333741856,-2.333728316520264,-3.579413242045927,-2.572714554129608,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.TRTR.raw[3],3,-2.2191502159362595,2.677455076547899,-5.248975857944856,0.8106754260723372,-5.292826306621257,-0.39395101839801816,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.TRTR.raw[4],3,-1.7323081756226262,0.519947665257489,-2.3206843476444465,-1.1439320036008058,-2.3054210082679023,-1.2908265018378988,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.TRTR.raw[5],3,-2.3016679802870477,0.1555114011040411,-2.4776456968944167,-2.1256902636796786,-2.4401373750516564,-2.133420829604746,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.TRTR.raw[6],3,-7.3180280997578055,2.408833217759904,-10.043879492902729,-4.592176706612883,-8.738406031227315,-4.536759133195142,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
gaussian_copula.utility.model_results.mlp.TRTR.raw[7],3,-2.5133155937958462,1.6336971762971142,-4.362017982634408,-0.6646132049572842,-4.3951386031223985,-1.4582853570241494,eval_test1_rf_regularized.json; eval_test2_rf_and_full_synth.json; eval_test3_seed123.json
